Tema 32;El contenido del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible previsto en el Texto Refundido sobre tráfico, circulación de vehículos a motor y seguridad vial fue modificado por:;B;Por la Ley Orgánica 19/2008.;Por la Ley 18/2009.;Por la Ley 12/2007.;Por Real Decreto Ley 12/2007.;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Son actividades que afectan a la seguridad de la circulación:;D;La realización de obras que de forma permanente tengan afectación en las vías o terrenos objeto de aplicación de la legislación sobre tráfico, circulación de vehículos a motor y seguridad vial;La realización de obras que de forma provisional tengan afectación en las vías o terrenos objeto de aplicación de la legislación sobre tráfico, circulación de vehículos a motor y seguridad vial;La colocación de contenedores que de forma provisional o permanente tengan afectación en las vías o terrenos objeto de aplicación de la legislación sobre tráfico, circulación de vehículos a motor y seguridad vial;Todas las respuestas son acertadas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Las actividades que afectan a la seguridad de la circulación:;A;Requieren de acuerdo con el Reglamento General de circulación autorización previa de su titular;Requieren de acuerdo con el Reglamento General de circulación concesión previa de su titular;Requieren de acuerdo con el Reglamento General de circulación declaración responsable previa de su titular;Todas las respuestas son acertadas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Las actividades que afectan a la seguridad de la circulación se rigen:;C;Por la legislación de carreteras y en sus reglamentos de desarrollo;Por las normas municipales;Las respuestas a) y b) son acertadas;Las respuestas a) y b) son erróneas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Completa la siguiente frase respecto a las actividades que atectan a la seguridad de la circulación: Las mismas normas serán aplicables a la interrupción de las obras en razon de las circunstancias o características especiales de tráfico, que podrán llevarse a efecto a petición..;A;Del organismo autónomo Jefatura Central de Tráfico.;De la Jefatura Provincial de Tráfico;Del Alcalde del municipio respectivo;Todas las respuestas son acertadas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Respecto a este precepto: Depositar o abandonar sobre la vía objetos o materias que puedan entorpecer la libre circulación, parada o estacionamiento ¿sabría decir qué tipo de infracción lleva aparejada y la sanción a imponer?;C;Grave siendo la cantidad a imponer 200 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días hábiles a contar desde el siguiente a la notificación;Leve siendo la cantidad a imponer 80 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días hábiles a contar desde el siguiente a la notificación;Leve siendo la cantidad a imponer 80 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días naturales a contar desde el siguiente a la notificación;;;;
Tema 32;¿De cuántos artículos se compone el Reglamento General de Circulación?;B;De 169.;De 173.;De 96.;De 163.;;;
Tema 32;Respecto a las dimensiones de la carga:;C;Como norma general no sobresaldrá de la proyección en planta del vehículo.;En los de tracción animal, se entiende por proyección la del vehículo propiamente dicho prolongada hacia adelante, con su misma anchura, sin sobrepasar la cabeza del animal de tiro más próximo a aquél.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 32;Respecto a las dimensiones de la carga:;D;Como norma general sobresaldrá de la proyección en planta del vehículo.;En los de tracción animal, se entiende por proyección la del vehículo propiamente dicho prolongada hacia adelante, con su misma anchura, sin sobrepasar la cabeza del animal de tiro más lejano a aquél.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 32;Las dimensiones de la carga se encuentran reguladas en el artículo:;D;16 del Reglamento General de Circulación.;En el artículo 15 del Texto Refundido sobre tráfico, circulación de vehiculos a motor y seguridad vial y en el artículo 19 del Reglamento General de Circulación.;En el artículo 17 del Reglamento General de Conductores.;En el artículo 15 del Reglamento General de Circulación.;;;
Tema 32;Se circulará a velocidad moderada y, si fuera preciso, se detendrá el vehículo cuando las circunstancias lo exijan, especialmente en los casos siguientes:;D;Cuando haya peatones en la parte de la vía que se esté utilizando o pueda preverse racionalmente su irrupción en ella, principalmente si se trata de niños, ancianos, invidentes u otras personas manifiestamente impedidas.;Al aproximarse a ciclos circulando, así como en las intersecciones y en las proximidades de vías de uso exclusivo de ciclos y de los pasos de peatones no regulados por semáforo o agentes de la circulación, así como al acercarse a mercados, centros docentes o a lugares en que sea previsible la presencia de niños.;Cuando haya animales en la parte de la vía que se esté utilizando o pueda preverse racionalmente su irrupción en ella.;Todas las respuestas son acertadas.;;;
Tema 32;Se circulará a velocidad moderada y, si fuera preciso, se detendrá el vehículo cuando las circunstancias lo exijan, especialmente en los casos siguientes:;D;En los tramos con edificios de inmediato acceso a la parte de la vía que se esté utilizando.;Al aproximarse a un autobús en situación de parada, principalmente si se trata de un autobús de transporte escolar.;Fuera de poblado al acercarse a vehículos inmovilizados en la calzada y a ciclos que circulan por ella o por su arcén.;Todas las respuestas son acertadas.;;;
Tema 32;Se circulará a velocidad moderada y, si fuera preciso, se detendrá el vehículo cuando las circunstancias lo exijan, especialmente en los casos siguientes:;D;Al circular por pavimento deslizante o cuando pueda salpicarse o proyectarse agua, gravilla u otras materias a los demás usuarios de la vía.;Al aproximarse a pasos a nivel, a glorietas e intersecciones en que no se goce de prioridad, a lugares de reducida visibilidad o a estrechamientos. Si las intersecciones están debidamente señalizadas y la visibilidad de la via es prácticamente nula, la velocidad de los vehículos no deberá exceder de 50 kilómetros por hora.;En el cruce con otro vehículo, cuando las circunstancias de la vía, de los vehículos o las meteorológicas o ambientales no permitan realizarlo con seguridad.;Todas las respuestas son acertadas.;;;
Tema 32;Se circulará a velocidad moderada y, si fuera preciso, se detendrá el vehículo cuando las circunstancias lo exijan, especialmente en los casos siguientes:;C;En caso de deslumbramiento.;En los casos de niebla densa, lluvia intensa, nevada o nubes de polvo o humo.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 32;Las velocidades máximas que no deberán ser rebasadas, salvo en los supuestos previstos en el articulo 51 del Reglamento General de Circulación, son:;D;En autopistas y autovías: turismos y motocicletas, 120 kilómetros por hora.;En autopistas y autovías autobuses, vehículos derivados de turismo y vehículos mixtos adaptables, 100 kilómetros por hora.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 32;Las velocidades máximas que no deberán ser rebasadas, salvo en los supuestos previstos en el artículo 51 del Reglamento General de Circulación, son:;B;En autopistas y autovías: Camiones, tractocamiones, furgones y automóviles con remolque de hasta 750 kilogramos, 80 kilómetros por hora.;Vehículos articulados 90 kilómetros por hora.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 32;¿Cuál es la velocidad máxima en carreteras convencionales señalizadas como vías para automóviles y en el resto de carreteras convencionales, siempre que estas últimas tengan un arcén pavimentado de 1,50 metros o más de anchura, o más de un carril para alguno de los sentidos de circulación?;C;110 Kilómetros para turismos y motocicletas.;90 Kilómetros para turismos y motocicletas.;100 Kilómetros para turismos y motocicletas.;80 Kilómetros para turismos y motocicletas.;;;
Tema 32;En carreteras convencionales señalizadas como vías para automóviles y en el resto de carreteras convencionales, siempre que estas últimas tengan un arcén pavimentado de 1,50 metros o más de anchura, o más de un carril para alguno de los sentidos de circulación, la velocidad máxima es de:;D;90 kilómetros para autobuses.;80 Kilómetros para tractocamiones.;80 kilómetros para automóviles con remolque.;Todas las respuestas son acertadas.;;;
Tema 32;¿Cuál es la velocidad máxima para un tractocamión en una carretera convencional señalizada como vías para automóvil?;B;Ninguna ya que dichos vehículos no pueden circular por este tipo de vías.;80 kilómetros por hora.;60 kilómetros por hora al tratarse de un vehículo especial y deberá circular por el arcén en todo caso.;70 kilómetros por hora al tratarse de un vehículo especial y deberá circular por el arcén en todo caso.;;;
Tema 32;En las carreteras convencionales, siempre que tengan un arcén pavimentado de 1,50 metros o más de anchura, o más de un carril para alguno de los sentidos de circulación, la velocidad máxima es de:;D;90 Kilómetros por hora para los furgones.;80 kilómetros por hora en el caso de vehículos adaptables.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 32;Un vehículo automóvil con remolque que circula por una carretera convencional señalizada como vía para automóvil tiene la velocidad limitada a:;B;70 kilómetros por hora;80 kilómetros por hora;90 kilómetros por hora;100 kilómetros por hora;;;
Tema 32;Un camión que circula por una carretera convencional señalizada como vía para automóvil tiene la velocidad limitada a:;D;90 kilómetros por hora.;70 kilómetros por hora.;100 kilómetros por hora.;80 kilómetros por hora.;;;
Tema 32;En el resto de vías fuera de poblado que no tengan la consideración de carreteras convencionales señalizadas como vías para automóviles o que no se trate de carreteras convencionales, siempre que estas últimas tengan un arcén pavimentado de 1,50 metros o más de anchura, o más de un carril para alguno de los sentidos de circulación la velocidad máxima será la de:;C;90 kilómetros por hora para turismos y motocicletas.;80 kilómetros por hora para autobuses.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas,;;;
Tema 32;En el resto de vías fuera de poblado que no tengan la consideración de carreteras convencionales señalizadas como vías para automóviles o que no se trate de carreteras convencionales, siempre que estas últimas tengan un arcén pavimentado de 1,50 metros o más de anchura, o más de un carril para alguno de los sentidos de circulación la velocidad máxima para tractocamiones será la de:;B;Ninguna ya que dichos vehículos no pueden circular por este tipo de vias.;70 kilómetros por hora.;60 kilómetros por hora al tratarse de un vehículo especial y deberá circular por el arcén en todo caso.;80 kilómetros por hora al tratarse de un vehículo especial y deberá circular por el arcén en todo caso.;;;
